SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,CarrierTrackingNumber,CustomerPONumber,RevisionNumber
SO49189,1,15525,341,20210102,20210112,20210109,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49396,1,23538,370,20210123,20210202,20210130,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO49709,1,14300,352,20210215,20210225,20210222,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49990,1,15180,356,20210310,20210320,20210317,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO50331,1,15915,329,20210331,20210410,20210407,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50538,1,21614,358,20210421,20210501,20210428,1,19,6,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50570,1,13939,377,20210423,20210503,20210430,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO50879,1,15752,356,20210511,20210521,20210518,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO51178,2,11245,478,20210531,20210610,20210607,1,100,8,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO51252,2,15551,535,20210604,20210614,20210611,1,100,1,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO51327,4,27745,479,20210609,20210619,20210616,1,6,9,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO51403,2,21465,214,20210613,20210623,20210620,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO51475,4,22436,489,20210618,20210628,20210625,1,100,8,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO51550,2,11387,214,20210623,20210703,20210630,1,98,10,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO51625,1,18957,593,20210627,20210707,20210704,1,100,1,1,564.9900,564.9900,0.0000,0,308.2179,308.2179,564.9900,45.1992,14.1248,,,1
SO51896,1,15856,536,20210701,20210711,20210708,1,19,6,1,29.9900,29.9900,0.0000,0,11.2163,11.2163,29.9900,2.3992,0.7498,,,1
SO51977,1,18191,225,20210703,20210713,20210710,1,6,9,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO52068,1,13635,535,20210705,20210715,20210712,1,6,9,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO52159,4,11996,487,20210707,20210717,20210714,1,6,9,1,54.9900,54.9900,0.0000,0,20.5663,20.5663,54.9900,4.3992,1.3748,,,1
SO52242,1,18102,477,20210708,20210718,20210715,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52319,2,11324,485,20210709,20210719,20210716,1,100,4,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO52403,1,19534,386,20210711,20210721,20210718,1,100,4,1,1120.4900,1120.4900,0.0000,0,713.0798,713.0798,1120.4900,89.6392,28.0123,,,1
SO52489,2,16097,529,20210713,20210723,20210720,1,19,6,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO52575,3,21061,477,20210714,20210724,20210721,1,100,7,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52660,1,16663,590,20210716,20210726,20210723,1,6,9,1,769.4900,769.4900,0.0000,0,419.7784,419.7784,769.4900,61.5592,19.2373,,,1
SO52746,3,14505,222,20210718,20210728,20210725,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52831,2,26673,538,20210719,20210729,20210726,1,6,9,1,21.4900,21.4900,0.0000,0,8.0373,8.0373,21.4900,1.7192,0.5373,,,1
SO52917,1,17657,485,20210721,20210731,20210728,1,19,6,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO53011,2,17070,528,20210724,20210803,20210731,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO53093,2,11331,540,20210725,20210804,20210801,1,19,6,1,32.6000,32.6000,0.0000,0,12.1924,12.1924,32.6000,2.6080,0.8150,,,1
SO53179,2,21608,214,20210726,20210805,20210802,1,100,1,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO55516,2,28796,539,20210903,20210913,20210910,1,100,4,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO56435,2,18896,528,20210920,20210930,20210927,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56518,2,19350,480,20210921,20211001,20210928,1,98,10,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56597,1,28731,573,20210922,20211002,20210929,1,98,10,1,2384.0700,2384.0700,0.0000,0,1481.9379,1481.9379,2384.0700,190.7256,59.6018,,,1
SO56682,2,13093,537,20210924,20211004,20211001,1,100,1,1,35.0000,35.0000,0.0000,0,13.0900,13.0900,35.0000,2.8000,0.8750,,,1
SO56764,1,24549,374,20210926,20211006,20211003,1,98,10,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO56852,2,21365,480,20210928,20211008,20211005,2,6,9,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56948,3,12354,478,20210929,20211009,20211006,1,6,9,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO57218,1,19923,539,20211001,20211011,20211008,1,100,7,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO57306,1,24365,390,20211003,20211013,20211010,1,6,9,1,1120.4900,1120.4900,0.0000,0,713.0798,713.0798,1120.4900,89.6392,28.0123,,,1
SO43716,1,16529,311,20190703,20190713,20190710,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO43998,1,11033,348,20190725,20190804,20190801,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO44265,1,25557,320,20190828,20190907,20190904,1,6,9,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44602,1,14702,314,20191007,20191017,20191014,1,98,10,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44872,1,29111,312,20191109,20191119,20191116,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45119,1,18740,314,20191208,20191218,20191215,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45405,1,23209,312,20200110,20200120,20200117,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45676,1,11765,349,20200212,20200222,20200219,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45920,1,23730,311,20200317,20200327,20200324,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46212,1,12173,312,20200414,20200424,20200421,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46487,1,14913,338,20200515,20200525,20200522,1,100,4,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO46766,1,21216,369,20200610,20200620,20200617,2,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47112,1,20318,356,20200706,20200716,20200713,1,19,6,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO47319,1,13299,370,20200728,20200807,20200804,1,100,4,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47638,1,26319,362,20200827,20200906,20200903,2,100,4,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47918,1,13006,362,20200924,20201004,20201001,2,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO48258,1,19287,325,20201027,20201106,20201103,1,100,7,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO48579,1,13741,379,20201116,20201126,20201123,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48851,1,26717,354,20201208,20201218,20201215,1,100,1,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49190,1,25033,383,20210102,20210112,20210109,1,6,9,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO49397,1,15551,321,20210123,20210202,20210130,1,100,1,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49710,1,14308,362,20210215,20210225,20210222,2,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO49991,1,27211,356,20210311,20210321,20210318,1,100,1,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO50332,1,25222,385,20210331,20210410,20210407,1,6,9,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO50539,1,27261,358,20210421,20210501,20210428,1,100,1,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50571,1,15890,343,20210423,20210503,20210430,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50880,1,24467,379,20210511,20210521,20210518,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO51178,3,11245,477,20210531,20210610,20210607,1,100,8,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO51252,3,15551,480,20210604,20210614,20210611,1,100,1,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO51328,1,26655,604,20210609,20210619,20210616,1,6,9,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO51404,1,21469,584,20210613,20210623,20210620,1,100,4,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO51476,1,28694,561,20210618,20210628,20210625,14,98,10,1,2384.0700,2384.0700,0.0000,0,1481.9379,1481.9379,2384.0700,190.7256,59.6018,,,1
SO51551,1,13058,595,20210623,20210703,20210630,1,100,4,1,564.9900,564.9900,0.0000,0,308.2179,308.2179,564.9900,45.1992,14.1248,,,1
SO51625,2,18957,485,20210627,20210707,20210704,1,100,1,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO51896,2,15856,528,20210701,20210711,20210708,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO51978,1,19969,477,20210703,20210713,20210710,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52068,2,13635,528,20210705,20210715,20210712,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52159,5,11996,484,20210707,20210717,20210714,1,6,9,1,7.9500,7.9500,0.0000,0,2.9733,2.9733,7.9500,0.6360,0.1988,,,1
SO52243,1,22544,528,20210708,20210718,20210715,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52319,3,11324,237,20210709,20210719,20210716,1,100,4,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO52403,2,19534,225,20210711,20210721,20210718,1,100,4,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO52490,1,22090,536,20210713,20210723,20210720,1,100,4,1,29.9900,29.9900,0.0000,0,11.2163,11.2163,29.9900,2.3992,0.7498,,,1
SO52575,4,21061,490,20210714,20210724,20210721,1,100,7,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO52660,2,16663,475,20210716,20210726,20210723,1,6,9,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO52747,1,18644,485,20210718,20210728,20210725,1,19,6,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO52831,3,26673,480,20210719,20210729,20210726,1,6,9,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52917,2,17657,490,20210721,20210731,20210728,1,19,6,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO53011,3,17070,214,20210724,20210803,20210731,1,6,9,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO53093,3,11331,463,20210725,20210804,20210801,1,19,6,1,24.4900,24.4900,0.0000,0,9.1593,9.1593,24.4900,1.9592,0.6123,,,1
SO53180,1,19401,388,20210726,20210805,20210802,1,100,4,1,1120.4900,1120.4900,0.0000,0,713.0798,713.0798,1120.4900,89.6392,28.0123,,,1
SO55516,3,28796,217,20210903,20210913,20210910,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO56435,3,18896,214,20210920,20210930,20210927,1,6,9,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO56519,1,25469,530,20210921,20211001,20210928,1,100,7,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56597,2,28731,477,20210922,20211002,20210929,1,98,10,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56682,3,13093,528,20210924,20211004,20211001,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56764,2,24549,540,20210926,20211006,20211003,1,98,10,1,32.6000,32.6000,0.0000,0,12.1924,12.1924,32.6000,2.6080,0.8150,,,1
SO56853,1,23094,530,20210928,20211008,20211005,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56949,1,12360,359,20210929,20211009,20211006,1,6,9,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO57219,1,23965,529,20211001,20211011,20211008,1,100,8,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO57306,2,24365,529,20211003,20211013,20211010,1,6,9,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO43717,1,25249,336,20190703,20190713,20190710,1,6,9,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO43999,1,28047,311,20190725,20190804,20190801,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44266,1,25559,336,20190828,20190907,20190904,1,6,9,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44603,1,20167,342,20191007,20191017,20191014,1,98,10,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44873,1,28828,312,20191109,20191119,20191116,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45120,1,11751,344,20191208,20191218,20191215,1,6,9,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO45406,1,25987,351,20200110,20200120,20200117,1,100,4,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45677,1,11895,348,20200212,20200222,20200219,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45921,1,11798,312,20200317,20200327,20200324,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46213,1,12050,314,20200414,20200424,20200421,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46488,1,20628,312,20200515,20200525,20200522,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46767,1,12573,362,20200610,20200620,20200617,2,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47113,1,15255,343,20200706,20200716,20200713,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO47320,1,13315,377,20200728,20200807,20200804,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO47639,1,15321,329,20200827,20200906,20200903,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO47919,1,17216,381,20200925,20201005,20201002,1,100,7,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO48259,1,27085,327,20201027,20201106,20201103,1,19,6,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO48580,1,12231,358,20201116,20201126,20201123,1,100,8,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO48852,1,15503,325,20201208,20201218,20201215,1,100,1,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49191,1,19435,387,20210103,20210113,20210110,1,98,10,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO49398,1,26745,331,20210123,20210202,20210130,1,6,9,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49711,1,14676,362,20210215,20210225,20210222,2,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO49992,1,27240,358,20210311,20210321,20210318,1,100,1,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50333,1,15580,352,20210331,20210410,20210407,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO50540,1,19506,389,20210421,20210501,20210428,1,98,10,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO50572,1,15899,329,20210423,20210503,20210430,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50881,1,24480,368,20210511,20210521,20210518,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO51179,1,22430,378,20210531,20210610,20210607,1,100,7,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO51253,1,22785,378,20210604,20210614,20210611,1,19,6,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO51329,1,26312,571,20210609,20210619,20210616,1,100,1,1,742.3500,742.3500,0.0000,0,461.4448,461.4448,742.3500,59.3880,18.5588,,,1
SO51404,2,21469,477,20210613,20210623,20210620,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO51476,2,28694,225,20210618,20210628,20210625,1,98,10,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO51551,2,13058,478,20210623,20210703,20210630,1,100,4,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO51625,3,18957,480,20210627,20210707,20210704,1,100,1,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO51896,3,15856,480,20210701,20210711,20210708,1,19,6,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO51978,2,19969,479,20210703,20210713,20210710,1,6,9,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO52068,3,13635,480,20210705,20210715,20210712,2,6,9,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52160,1,11422,363,20210707,20210717,20210714,2,98,10,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO52243,2,22544,480,20210708,20210718,20210715,1,19,6,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52320,1,11678,355,20210709,20210719,20210716,1,100,1,1,2319.9900,2319.9900,0.0000,0,1265.6195,1265.6195,2319.9900,185.5992,57.9998,,,1
SO52403,3,19534,237,20210711,20210721,20210718,1,100,4,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO52490,2,22090,480,20210713,20210723,20210720,2,100,4,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52576,1,14940,576,20210714,20210724,20210721,1,100,8,1,2384.0700,2384.0700,0.0000,0,1481.9379,1481.9379,2384.0700,190.7256,59.6018,,,1
SO52660,3,16663,491,20210716,20210726,20210723,1,6,9,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO52747,2,18644,477,20210718,20210728,20210725,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52831,4,26673,486,20210719,20210729,20210726,1,6,9,1,159.0000,159.0000,0.0000,0,59.4660,59.4660,159.0000,12.7200,3.9750,,,1
SO52918,1,11865,537,20210721,20210731,20210728,1,100,4,1,35.0000,35.0000,0.0000,0,13.0900,13.0900,35.0000,2.8000,0.8750,,,1
SO53012,1,18707,485,20210724,20210803,20210731,1,6,9,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO53094,1,12055,536,20210725,20210804,20210801,1,19,6,1,29.9900,29.9900,0.0000,0,11.2163,11.2163,29.9900,2.3992,0.7498,,,1
SO53180,2,19401,231,20210726,20210805,20210802,1,100,4,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO55517,1,28266,530,20210903,20210913,20210910,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56436,1,12035,528,20210920,20210930,20210927,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56519,2,25469,214,20210921,20211001,20210928,1,100,7,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO56597,3,28731,479,20210922,20211002,20210929,1,98,10,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO56683,1,11126,590,20210924,20211004,20211001,1,6,9,1,769.4900,769.4900,0.0000,0,419.7784,419.7784,769.4900,61.5592,19.2373,,,1
SO56764,3,24549,529,20210926,20211006,20211003,1,98,10,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO56853,2,23094,487,20210928,20211008,20211005,1,6,9,1,54.9900,54.9900,0.0000,0,20.5663,20.5663,54.9900,4.3992,1.3748,,,1
SO56950,1,12667,359,20210929,20211009,20211006,1,6,9,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO57219,2,23965,222,20211001,20211011,20211008,1,100,8,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO57306,3,24365,539,20211003,20211013,20211010,1,6,9,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO43718,1,27668,311,20190703,20190713,20190710,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44000,1,27918,311,20190726,20190805,20190802,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44267,1,19339,336,20190829,20190908,20190905,1,29,8,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44604,1,19364,322,20191007,20191017,20191014,1,29,8,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44874,1,18004,320,20191110,20191120,20191117,1,39,7,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO45121,1,29169,310,20191209,20191219,20191216,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45407,1,29285,314,20200110,20200120,20200117,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45678,1,11281,313,20200213,20200223,20200220,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45922,1,23731,314,20200317,20200327,20200324,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46214,1,12072,311,20200414,20200424,20200421,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46489,1,24666,313,20200516,20200526,20200523,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
